,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments,X,X.1
545,421895002,787101000006114,100,C1073,C107300,IDDM with peripheral circulatory disorder,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
546,421986006,928551000006115,600,C10FL-1,C10FL11,Type II diabetes mellitus with persistent proteinuria,2967751013,NA,32,type ii diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
547,421986006,928541000006117,30000,C10FL,C10FL00,Persistent proteinuria associated with type 2 diabetes mellitus,2967751013,NA,32,type ii diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
548,421986006,14084041000006114,2000,^ESCT1408404,NA,Persistent proteinuria due to type 2 diabetes mellitus,3800543015,NA,32,type ii diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
549,422014003,616501000006112,700,C10z1,C10z100,Disorder due to type 2 diabetes mellitus,3013072014,NA,32,"diabetes mellitus, adult onset, + unspecified complication",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
550,422099009,616491000006116,1000,C1051,C105100,"Diabetes mellitus, adult onset, + ophthalmic manifestation",2618233010,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
551,422099009,587111000006111,700,C1091,C109100,Non-insulin-dependent diabetes mellitus with ophthalm comps,3698440016,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
552,422099009,84581000006117,200,C1091-2,C109112,Type 2 diabetes mellitus with ophthalmic complications,3698440016,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
553,422099009,914051000006113,1000,C10F1,C10F100,Disorder of eye with type 2 diabetes mellitus,3698440016,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
554,422099009,84951000006118,50,C1091-1,C109111,Disorder of eye with type 2 diabetes mellitus,3698440016,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
555,422099009,14084101000006111,10,^ESCT1408410,NA,Disorder of eye due to type 2 diabetes mellitus,3779417018,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
556,422099009,914061000006110,10,C10F1-1,C10F111,Type II diabetes mellitus with ophthalmic complications,3698440016,NA,32,"diabetes mellitus, adult onset, + ophthalmic manifestation",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
557,422126006,292480018,800,C102,C102.00,Diabetes mellitus with hyperosmolar coma,2618221017,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
559,422126006,13833601000006113,20,^ESCT1383360,NA,Hyperosmolar coma due to diabetes mellitus,3775758015,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
561,422126006,292484010,100,C102z,C102z00,Hyperosmolar coma associated with diabetes mellitus,2618221017,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
563,422183001,913591000006110,100,C10E5-2,C10E512,Skin ulcer associated with diabetes mellitus,2623058011,NA,32,insulin dependent diabetes mellitus with ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
564,422183001,771421000006113,70,C1085,C108500,Insulin dependent diabetes mellitus with ulcer,2623058011,NA,32,insulin dependent diabetes mellitus with ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
565,422183001,14084121000006118,100,^ESCT1408412,NA,Skin ulcer due to diabetes mellitus,3850123012,NA,32,insulin dependent diabetes mellitus with ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
566,422183001,6985411000006117,10,^ESCTDI698541,NA,Diabetic skin ulcer,2618214017,NA,32,insulin dependent diabetes mellitus with ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
567,422228004,84361000006115,10,C1083-2,C108312,Type 1 diabetes mellitus with multiple complications,2618232017,NA,32,Type I diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
568,422228004,913541000006118,1000,C10E3,C10E300,Type 1 diabetes mellitus with multiple complications,2618232017,NA,32,Type I diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
569,422228004,84731000006111,300,C1083-1,C108311,Multiple complications of type 1 diabetes mellitus,2967771016,NA,32,Type I diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
570,422228004,913551000006116,10,C10E3-1,C10E311,Type I diabetes mellitus with multiple complications,2967771016,NA,32,Type I diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
573,426705001,494831000000119,2000,C10N1,C10N100,Diabetes mellitus associated with cystic fibrosis,2674608014,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
574,426875007,2674067015,9000,C10ER,C10ER00,Latent autoimmune diabetes mellitus in adult,2674067015,NA,32,Latent autoimmune diabetes mellitus in adult,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
575,426875007,7065531000006115,3,^ESCTLA706553,NA,Latent autoimmune diabetes mellitus in adult (LADA),2674066012,NA,32,Latent autoimmune diabetes mellitus in adult,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
576,429094000,7098211000006116,800,^ESCTDI709821,NA,Dietary education for type 1 diabetes mellitus,2967892010,NA,32,dietary advice for type ii diabetes,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
577,44054006,197761014,30000000,C10F,C10F.00,Type 2 diabetes mellitus,197761014,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
581,44054006,73466011,100000,C1001-2,C100112,Non-insulin dependent diabetes mellitus,493773010,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
585,44054006,84841000006113,60000,C109-3,C109.13,Type II diabetes mellitus,493774016,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
589,44054006,3209431000006116,20,^ESCTDI320943,NA,Diabetes mellitus type II,73465010,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
593,44054006,493773010,40000,C109-1,C109.11,NIDDM - Non-insulin dependent diabetes mellitus,493773010,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
597,44054006,280571000006116,800000,C109,C109.00,Non-insulin dependent diabetes mellitus,493773010,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
601,44054006,223291000000111,20000,C1001-1,C100111,Maturity onset diabetes,493774016,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
605,44054006,3209441000006114,500,^ESCTDI320944,NA,Diabetes mellitus type 2,197763012,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
609,44054006,493774016,700000,C10F-1,C10F.11,Type II diabetes mellitus,493774016,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
613,44054006,84471000006119,300000,C109-2,C109.12,Type 2 diabetes mellitus,197761014,NA,32,Type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
617,443694000,281171000006119,20000,C1097,C109700,Type II diabetes mellitus uncontrolled,2842387018,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
619,443694000,292589019,300,C10F7-1,C10F711,Type II diabetes mellitus - poor control,2921019012,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
621,443694000,292590011,20000,C10F7,C10F700,Type II diabetes mellitus poorly controlled,2921019012,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
623,443694000,84851000006110,800,C1097-1,C109711,Type II diabetes mellitus - poor control,2921019012,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
625,443694000,84481000006116,1000,C1097-2,C109712,Type 2 diabetes mellitus - poor control,2921019012,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
627,443694000,7281511000006118,20,^ESCTTY728151,NA,Type 2 diabetes mellitus uncontrolled,3321322011,NA,32,Type II diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
629,444073006,84661000006111,2000,C1088-1,C108811,Type I diabetes mellitus poorly controlled,2872487013,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
631,444073006,292550013,60,C10E8-1,C10E811,Type I diabetes mellitus - poor control,2872487013,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
633,444073006,84291000006117,800,C1088-2,C108812,Type 1 diabetes mellitus - poor control,2872487013,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
635,444073006,7287611000006113,100,^ESCTTY728761,NA,Type 1 diabetes mellitus uncontrolled,2967763015,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
637,444073006,7287621000006117,1,^ESCTTY728762,NA,Type I diabetes mellitus uncontrolled,2842075017,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
639,444073006,292548017,2000,C10E8,C10E800,Type 1 diabetes mellitus - poor control,2872487013,NA,32,Type 1 diabetes mellitus - poor control,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
641,444094009,418920011,800,13L4-1,13L4.11,History of diabetes mellitus in child of subject,2840938016,NA,7,Diabetic child,Diabetes Mellitus,NA,['Lauren_codelist'],snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
642,445353002,7306751000006110,5,^ESCTBR730675,NA,Brittle type 2 diabetes mellitus,2967761018,NA,27,Brittle type II diabetes mellitus,Diabetes,NA,['Manchester],diabetes.snomed.txt,NA,DM
643,445353002,7306781000006119,1,^ESCTUN730678,NA,Unstable type II diabetes mellitus,2870782011,NA,27,Brittle type II diabetes mellitus,Diabetes,NA,['Manchester],diabetes.snomed.txt,NA,DM
644,46635009,3253231000006110,80,^ESCTDI325323,NA,Diabetes mellitus type I,77728011,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
646,46635009,84281000006115,40000,C108-2,C108.12,Type 1 diabetes mellitus,197984010,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
648,46635009,197984010,3000000,C10E,C10E.00,Type 1 diabetes mellitus,197984010,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
650,46635009,3253241000006117,60,^ESCTDI325324,NA,Diabetes mellitus type 1,197985011,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
652,46635009,494564012,80000,C10E-1,C10E.11,Type I diabetes mellitus,494564012,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
654,46635009,84651000006114,20000,C108-3,C108.13,Type I diabetes mellitus,494564012,NA,32,Type I diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
656,472969004,7480661000006114,5000,^ESCTHO748066,NA,H/O diabetes mellitus type 2,2242161000000116,NA,31,H/O: diabetes mellitus type 2,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
657,472970003,7480691000006118,900,^ESCTHO748069,NA,H/O diabetes mellitus type 1,2242181000000113,NA,31,H/O: diabetes mellitus type 1,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
658,473208009,1734721000000114,300000,66Av,66Av.00,Assessment of diabetic erectile dysfunction,2956278015,NA,1,diabetic assessment of erectile dysfunction,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
660,494961000000102,1065811000000118,1000,8HgC,8HgC.00,Discharged from diabetes shared care programme,1065811000000118,NA,40,discharged from diabetes shared care programme,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
661,49817004,82979011,400,Q441,Q441.00,Neonatal diabetes mellitus,82979011,NA,32,neonatal diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
662,50620007,14058781000006117,20,^ESCT1405878,NA,Autonomic neuropathy due to diabetes mellitus,3788972012,NA,32,Autonomic neuropathy due to diabetes,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
663,50620007,1230890017,7000,F1711,F171100,Autonomic neuropathy due to diabetes,1230890017,NA,32,Autonomic neuropathy due to diabetes,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
664,50620007,3319861000006118,500,^ESCTDI331986,NA,Diabetic autonomic neuropathy,84344019,NA,32,Autonomic neuropathy due to diabetes,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
665,51002006,14058811000006115,100,^ESCT1405881,NA,Pancreatogenic type 3c diabetes mellitus,3873807012,NA,32,Secondary pancreatic diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
666,51002006,1230929011,4000,C10G,C10G.00,Secondary pancreatic diabetes mellitus,1230929011,NA,32,Secondary pancreatic diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
667,51002006,198461000000116,3000,C10G0,C10G000,Diabetes mellitus associated with pancreatic disease,84990019,NA,32,Secondary pancreatic diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
668,512561000000108,1139821000000110,500,66AQ0,66AQ000,Unsuitable for diabetes year of care programme,1139821000000110,NA,1,unsuitable for diabetes year of care programme,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
669,512581000000104,1139861000000119,4000,66AQ1,66AQ100,Declined consent for diabetes year of care programme,1139861000000119,NA,1,declined consent for diabetes year of care programme,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
670,527691000000107,1177721000000112,7000,66As,66As.00,Diabetic on subcutaneous treatment,1177721000000112,NA,1,Diabetic on subcutaneous treatment,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
671,5368009,9986011,300,ESCTDR3,NA,Drug-induced diabetes mellitus,9986011,NA,5,5,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
672,5969009,498512013,2,ESCTDI18-1,NA,Genetic syndromes of diabetes mellitus,498512013,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
673,5969009,10928019,30,ESCTDI18,NA,Diabetes mellitus associated with genetic syndrome,10928019,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
674,609561005,483882011,900,C10C,C10C.00,Maturity-onset diabetes of the young,2967884018,NA,32,Diabetes mellitus autosomal dominant,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
676,609561005,483886014,3000,C10C-1,C10C.11,Maturity onset diabetes in youth,2967884018,NA,32,Diabetes mellitus autosomal dominant,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
678,609562003,7500191000006118,60,^ESCTMA750019,NA,"Maturity onset diabetes of the young, type 1",2967867012,NA,32,Maturity onset diabetes in youth type 1,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
679,609562003,2476117016,500,C10C-2,C10C.12,Maturity onset diabetes in youth type 1,2967867012,NA,32,Maturity onset diabetes in youth type 1,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
680,609562003,7500201000006115,1,^ESCTMO750020,NA,MODY1,2967828018,NA,32,Maturity onset diabetes in youth type 1,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
681,609572000,1968641000006114,100,C10Q,C10Q.00,"Maturity-onset diabetes of the young, type 5",2967853015,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
682,609572000,7500351000006110,2,^ESCTRE750035,NA,Renal cysts and diabetes syndrome,3435009012,NA,32,DM,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
683,700414001,2279261000000115,300000,679L2,679L200,Education about diabetes and driving,2990473010,NA,17,advice about diabetes and driving,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
684,700414001,2279291000000114,30000,679L2-1,679L211,Advice about diabetes and driving,2990473010,NA,17,advice about diabetes and driving,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
685,703136005,2287971000000119,40000,C10P,C10P.00,Diabetes mellitus in remission,3007272014,NA,32,diabetes mellitus in remission,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
686,703137001,2288011000000114,200,C10P0,C10P000,Type I diabetes mellitus in remission,3007238018,NA,32,type i diabetes mellitus in remission,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
687,703137001,2288041000000110,100,C10P0-1,C10P011,Type 1 diabetes mellitus in remission,3007274010,NA,32,type i diabetes mellitus in remission,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
